InvoiceNo,InvoiceValue,TotalItems,UniqueProducts,CustomerID,Country,InvoiceDate
489905,478.7,242,19,13800.0,United Kingdom,2009-12-03 10:03:00
489906,120.0,96,4,14483.0,United Kingdom,2009-12-03 10:16:00
489907,202.06,104,11,14915.0,United Kingdom,2009-12-03 10:17:00
489908,107.33,41,6,16301.0,United Kingdom,2009-12-03 10:20:00
489909,642.2,428,16,13753.0,United Kingdom,2009-12-03 10:20:00
489910,144.0,288,1,15482.0,United Kingdom,2009-12-03 10:23:00
489912,1146.1000000000001,578,58,13931.0,United Kingdom,2009-12-03 10:26:00
489913,69.6,16,3,13931.0,United Kingdom,2009-12-03 10:28:00
489914,993.0,508,29,12921.0,United Kingdom,2009-12-03 10:28:00
489915,54.6,36,2,17035.0,United Kingdom,2009-12-03 10:37:00
489916,336.0,212,9,15194.0,United Kingdom,2009-12-03 10:37:00
489932,82.60000000000001,48,6,14347.0,United Kingdom,2009-12-03 10:49:00
489935,181.65,31,2,12934.0,United Kingdom,2009-12-03 10:51:00
489994,430.9,142,4,15291.0,United Kingdom,2009-12-03 11:09:00
489996,320.40000000000003,514,5,17209.0,United Kingdom,2009-12-03 11:10:00
489998,321.65000000000003,93,17,15658.0,United Kingdom,2009-12-03 11:19:00
489999,154.2,72,7,17314.0,United Kingdom,2009-12-03 11:25:00
490000,143.06,89,12,17155.0,United Kingdom,2009-12-03 11:34:00
490001,169.5,94,2,15965.0,United Kingdom,2009-12-03 11:45:00
490002,114.55,115,28,17322.0,United Kingdom,2009-12-03 11:46:00
490003,317.55,163,12,16159.0,United Kingdom,2009-12-03 11:51:00
490004,912.5600000000001,224,9,14051.0,United Kingdom,2009-12-03 11:53:00
490005,556.75,203,25,13993.0,United Kingdom,2009-12-03 11:57:00
490006,344.40000000000003,150,19,17411.0,United Kingdom,2009-12-03 12:02:00
490008,502.28,256,63,15768.0,United Kingdom,2009-12-03 12:10:00
490009,285.09,100,29,12835.0,United Kingdom,2009-12-03 12:13:00
490010,1008.0,480,1,15061.0,United Kingdom,2009-12-03 12:15:00
490011,221.69,138,43,16918.0,United Kingdom,2009-12-03 12:27:00
490012,763.35,339,27,15179.0,United Kingdom,2009-12-03 12:27:00
490013,500.55,395,33,17069.0,United Kingdom,2009-12-03 12:27:00
490014,740.46,406,91,15466.0,United Kingdom,2009-12-03 12:28:00
490017,393.65,267,97,14159.0,United Kingdom,2009-12-03 12:31:00
490018,4380.0,17520,4,17940.0,United Kingdom,2009-12-03 12:31:00
490019,308.6,116,15,17581.0,United Kingdom,2009-12-03 12:34:00
490020,37.8,14,3,17581.0,United Kingdom,2009-12-03 12:36:00
490021,10.2,12,1,17581.0,United Kingdom,2009-12-03 12:36:00
490022,45.60000000000001,24,3,17581.0,United Kingdom,2009-12-03 12:37:00
490023,189.15,49,4,16168.0,United Kingdom,2009-12-03 12:38:00
490024,215.0,121,48,14606.0,United Kingdom,2009-12-03 12:40:00
490030,58.2,12,2,,United Kingdom,2009-12-03 12:44:00
490034,69.82,30,11,17287.0,United Kingdom,2009-12-03 12:45:00
490045,180.39,109,22,17287.0,United Kingdom,2009-12-03 12:50:00
490046,228.3,66,7,13416.0,United Kingdom,2009-12-03 13:02:00
490047,263.85,131,27,17913.0,United Kingdom,2009-12-03 13:02:00
490048,1146.71,681,34,16779.0,United Kingdom,2009-12-03 13:03:00
490049,102.0,40,1,15794.0,United Kingdom,2009-12-03 13:04:00
490050,13.5,2,1,17913.0,United Kingdom,2009-12-03 13:05:00
490052,831.0,408,42,13895.0,United Kingdom,2009-12-03 13:09:00
490053,119.53999999999999,101,17,14057.0,United Kingdom,2009-12-03 13:17:00
490054,277.5,186,7,17017.0,United Kingdom,2009-12-03 13:22:00
490056,61.12,56,16,13208.0,United Kingdom,2009-12-03 13:25:00
490057,360.52000000000004,184,20,17465.0,United Kingdom,2009-12-03 13:25:00
490058,47.85,27,2,17465.0,United Kingdom,2009-12-03 13:26:00
490059,14475.0,4825,9,18102.0,United Kingdom,2009-12-03 13:30:00
490060,314.22,148,17,13468.0,United Kingdom,2009-12-03 13:32:00
490061,4000.0,2000,4,18102.0,United Kingdom,2009-12-03 13:42:00
490062,165.3,86,8,13485.0,United Kingdom,2009-12-03 13:46:00
490063,204.3,113,46,17271.0,United Kingdom,2009-12-03 13:49:00
490064,355.59000000000003,215,19,16139.0,United Kingdom,2009-12-03 13:51:00
490065,1260.0,600,1,15061.0,United Kingdom,2009-12-03 13:58:00
490066,372.20000000000005,212,7,15953.0,United Kingdom,2009-12-03 14:00:00
490067,952.61,412,24,15856.0,United Kingdom,2009-12-03 14:02:00
490068,284.3,90,9,13085.0,United Kingdom,2009-12-03 14:06:00
490069,161.4,60,5,13085.0,United Kingdom,2009-12-03 14:07:00
490070,236.25,68,5,14967.0,United Kingdom,2009-12-03 14:07:00
490071,294.85,111,19,16497.0,United Kingdom,2009-12-03 14:11:00
490072,187.15,69,29,17764.0,United Kingdom,2009-12-03 14:28:00
490073,258.1,172,13,14905.0,United Kingdom,2009-12-03 14:36:00
490074,6500.63,1200,578,,United Kingdom,2009-12-03 14:39:00
490075,381.0,84,4,18229.0,United Kingdom,2009-12-03 14:42:00
490077,115.50999999999999,65,6,17293.0,United Kingdom,2009-12-03 15:09:00
490078,584.35,159,28,17853.0,United Kingdom,2009-12-03 15:09:00
490079,160.35,85,10,15550.0,United Kingdom,2009-12-03 15:15:00
490080,311.7,126,15,13531.0,United Kingdom,2009-12-03 15:20:00
490081,723.09,323,20,13786.0,United Kingdom,2009-12-03 15:32:00
490082,337.9,262,7,14952.0,United Kingdom,2009-12-03 15:34:00
490083,2506.14,1132,61,14031.0,United Kingdom,2009-12-03 15:35:00
490085,170.06,108,15,12937.0,United Kingdom,2009-12-03 15:43:00
490086,799.2,432,1,17949.0,United Kingdom,2009-12-03 15:48:00
490087,898.1800000000001,668,51,15601.0,United Kingdom,2009-12-03 15:49:00
490088,17.0,2,2,15581.0,United Kingdom,2009-12-03 15:50:00
490089,466.2000000000001,252,1,17949.0,United Kingdom,2009-12-03 15:52:00
490090,41.18,23,15,15581.0,United Kingdom,2009-12-03 15:53:00
490091,636.0,600,1,17949.0,United Kingdom,2009-12-03 15:54:00
490092,510.87,297,23,16612.0,United Kingdom,2009-12-03 15:54:00
490093,1794.7,896,64,12949.0,United Kingdom,2009-12-03 15:56:00
490094,851.76,504,1,17949.0,United Kingdom,2009-12-03 15:56:00
490095,186.36,54,12,14958.0,United Kingdom,2009-12-03 16:02:00
490097,273.52,144,35,17329.0,United Kingdom,2009-12-03 16:09:00
490099,1225.98,526,74,16736.0,United Kingdom,2009-12-03 16:12:00
490100,869.9300000000001,403,83,13001.0,United Kingdom,2009-12-03 16:21:00
490101,338.5,150,11,14644.0,United Kingdom,2009-12-03 16:24:00
490106,314.37,275,20,14898.0,United Kingdom,2009-12-03 16:40:00
490107,110.69999999999999,30,8,14662.0,United Kingdom,2009-12-03 16:47:00
490108,239.68,444,5,17414.0,United Kingdom,2009-12-03 16:49:00
490109,415.0,204,20,14755.0,United Kingdom,2009-12-03 16:51:00
490110,30.15,13,2,14755.0,United Kingdom,2009-12-03 16:52:00
490111,319.96000000000004,220,29,17576.0,United Kingdom,2009-12-03 16:54:00
490112,313.19,161,20,13037.0,United Kingdom,2009-12-03 17:04:00
490113,39.2,16,11,14710.0,United Kingdom,2009-12-03 17:12:00
490114,257.62,160,21,18168.0,United Kingdom,2009-12-03 17:29:00
490115,342.6,316,12,17679.0,United Kingdom,2009-12-03 17:32:00
490116,122.4,48,4,17679.0,United Kingdom,2009-12-03 17:33:00
490118,317.04,151,46,17851.0,United Kingdom,2009-12-03 17:46:00
490119,108.75,75,1,12931.0,United Kingdom,2009-12-03 17:48:00
490121,112.03,65,32,14750.0,United Kingdom,2009-12-03 17:57:00
490124,304.92,106,43,16791.0,United Kingdom,2009-12-03 18:08:00
490125,297.05,109,9,16558.0,United Kingdom,2009-12-03 18:11:00
490127,569.1800000000001,203,33,14156.0,EIRE,2009-12-03 18:13:00
490128,236.70000000000002,150,13,15884.0,United Kingdom,2009-12-03 18:23:00
490132,197.3,89,12,17343.0,United Kingdom,2009-12-03 18:30:00
490134,151.65,59,25,17372.0,United Kingdom,2009-12-03 18:41:00
490135,387.87,127,18,16003.0,United Kingdom,2009-12-03 18:51:00
490136,159.95,69,39,17432.0,United Kingdom,2009-12-03 19:13:00
490137,160.69,104,21,14713.0,United Kingdom,2009-12-03 19:22:00
490138,339.78,198,14,16722.0,United Kingdom,2009-12-03 19:23:00
490139,210.55,79,13,12577.0,France,2009-12-03 19:31:00
490140,407.22,227,42,12872.0,United Kingdom,2009-12-03 20:03:00
490141,308.75,158,18,15755.0,United Kingdom,2009-12-04 08:24:00
490142,1261.0,356,14,14258.0,United Kingdom,2009-12-04 08:36:00
490143,1610.52,1687,76,14286.0,United Kingdom,2009-12-04 08:40:00
490144,337.1,152,18,13154.0,United Kingdom,2009-12-04 08:46:00
490145,989.1800000000001,439,39,14564.0,Channel Islands,2009-12-04 09:27:00
490147,510.64,472,8,13408.0,United Kingdom,2009-12-04 09:31:00
490149,6529.11,1214,557,,United Kingdom,2009-12-04 09:43:00
490151,160.39,117,14,16645.0,United Kingdom,2009-12-04 09:49:00
490152,682.65,238,29,12714.0,France,2009-12-04 10:00:00
490154,288.79,110,46,16335.0,United Kingdom,2009-12-04 10:18:00
490156,455.36,262,6,13093.0,United Kingdom,2009-12-04 10:32:00
490157,138.0,40,1,16736.0,United Kingdom,2009-12-04 10:39:00
490158,508.26,281,22,12759.0,Netherlands,2009-12-04 10:47:00
490159,19.5,2,2,13666.0,United Kingdom,2009-12-04 10:48:00
490160,244.8,96,1,13777.0,United Kingdom,2009-12-04 10:52:00
490161,825.94,653,59,17160.0,United Kingdom,2009-12-04 10:57:00
490162,280.2,206,26,13946.0,United Kingdom,2009-12-04 11:07:00
490163,141.63,115,17,14723.0,United Kingdom,2009-12-04 11:22:00
490164,1058.4,632,41,14961.0,United Kingdom,2009-12-04 11:32:00
490166,371.85,175,12,14735.0,United Kingdom,2009-12-04 11:32:00
490167,312.21,241,8,18061.0,United Kingdom,2009-12-04 11:36:00
490171,29.28,32,5,15581.0,United Kingdom,2009-12-04 11:54:00
490177,18.0,4,2,,United Kingdom,2009-12-04 11:56:00
490186,3.75,1,1,,United Kingdom,2009-12-04 11:59:00
490192,8.95,1,1,,United Kingdom,2009-12-04 12:01:00
490202,410.0,188,20,15078.0,United Kingdom,2009-12-04 12:03:00
