CustomerID,TotalOrders,CustomerLifetimeValue,AvgBasketValue,TotalItemsPurchased,FirstPurchase,LastPurchase,CustomerTenure_Days,Recency_Days,IsRepeatCustomer,PurchaseFrequency,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
12385.0,1,1938.4,29.821538461538463,612,2010-11-25 15:14:00,2010-11-25 15:14:00,0,14,0,30.0,5,1,4,514,Loyal Customers
12386.0,1,258.90000000000003,32.362500000000004,214,2010-12-08 09:53:00,2010-12-08 09:53:00,0,1,0,30.0,5,1,2,512,Potential Loyalists
12387.0,1,143.94,15.993333333333332,134,2010-10-20 16:27:00,2010-10-20 16:27:00,0,50,0,30.0,3,1,1,311,At Risk
12388.0,2,1120.45,24.357608695652175,539,2010-05-06 12:54:00,2010-09-20 12:41:00,136,80,1,0.43795620437956206,2,2,4,224,Potential Loyalists
12389.0,3,1433.33,29.251632653061222,614,2010-02-22 10:15:00,2010-11-02 11:52:00,253,37,1,0.3543307086614173,3,3,4,334,Loyal Customers
12391.0,5,2285.18,13.133218390804597,911,2010-02-15 10:12:00,2010-09-01 12:38:00,198,99,1,0.7537688442211055,2,4,5,245,Loyal Customers
12392.0,1,234.75000000000003,33.53571428571429,73,2010-04-27 14:04:00,2010-04-27 14:04:00,0,226,0,30.0,1,1,1,111,Lost Customers
12393.0,2,816.85,18.996511627906976,495,2010-10-07 13:49:00,2010-11-22 16:10:00,46,17,1,1.2765957446808511,4,2,3,423,Potential Loyalists
12395.0,4,2048.64,20.904489795918366,1615,2010-04-16 10:16:00,2010-12-03 16:35:00,231,6,1,0.5172413793103449,5,4,4,544,Champions
12396.0,1,931.4300000000001,14.329692307692309,591,2010-02-03 13:22:00,2010-02-03 13:22:00,0,309,0,30.0,1,1,3,113,At Risk
12399.0,3,853.65,16.738235294117647,1020,2010-03-05 08:45:00,2010-11-19 08:53:00,259,20,1,0.3461538461538462,4,3,3,433,Loyal Customers
12400.0,1,205.25,18.65909090909091,91,2010-10-21 13:45:00,2010-10-21 13:45:00,0,49,0,30.0,3,1,1,311,At Risk
12402.0,5,1031.3,17.47966101694915,490,2010-02-07 12:41:00,2010-11-12 09:50:00,277,27,1,0.539568345323741,4,4,4,444,Loyal Customers
12403.0,1,591.6600000000001,147.91500000000002,164,2010-07-06 11:39:00,2010-07-06 11:39:00,0,156,0,30.0,2,1,3,213,At Risk
12404.0,1,63.24,63.24,1,2010-01-26 16:25:00,2010-01-26 16:25:00,0,317,0,30.0,1,1,1,111,Lost Customers
12406.0,3,2975.06,48.771475409836064,1598,2010-01-11 14:04:00,2010-11-05 11:42:00,297,34,1,0.30201342281879195,4,3,5,435,Loyal Customers
12408.0,3,1452.22,26.892962962962965,820,2010-07-29 13:27:00,2010-11-19 13:21:00,112,20,1,0.7964601769911505,4,3,4,434,Loyal Customers
12409.0,4,12346.62,79.65561290322582,7592,2010-05-23 15:21:00,2010-10-15 10:24:00,144,55,1,0.8275862068965518,3,4,5,345,Loyal Customers
12410.0,1,320.38,22.884285714285713,130,2010-07-25 13:26:00,2010-07-25 13:26:00,0,137,0,30.0,2,1,2,212,At Risk
12411.0,1,346.9,15.768181818181818,138,2010-10-26 09:25:00,2010-10-26 09:25:00,0,44,0,30.0,3,1,2,312,At Risk
12412.0,3,1370.05,20.758333333333333,1168,2010-06-18 13:22:00,2010-11-02 17:02:00,137,37,1,0.6521739130434783,3,3,4,334,Loyal Customers
12413.0,1,241.35,18.565384615384616,33,2010-11-02 13:26:00,2010-11-02 13:26:00,0,37,0,30.0,3,1,1,311,At Risk
12414.0,3,390.0,39.0,195,2010-09-02 12:22:00,2010-09-02 13:47:00,0,98,1,90.0,2,3,2,232,Potential Loyalists
12415.0,7,19543.84,92.18792452830189,14073,2010-06-30 08:30:00,2010-11-29 15:07:00,152,10,1,1.3725490196078431,5,5,5,555,Champions
12416.0,1,202.56,18.414545454545454,132,2010-02-21 10:19:00,2010-02-21 10:19:00,0,291,0,30.0,1,1,1,111,Lost Customers
12417.0,11,3148.31,17.787062146892655,1332,2009-12-06 10:30:00,2010-10-25 14:27:00,323,45,1,1.0185185185185184,3,5,5,355,Champions
12418.0,3,1352.62,19.891470588235293,681,2010-03-19 14:47:00,2010-10-22 10:29:00,216,48,1,0.4147465437788018,3,3,4,334,Loyal Customers
12419.0,2,503.01,20.1204,231,2010-10-22 10:40:00,2010-11-19 10:04:00,27,20,1,2.142857142857143,4,2,3,423,Potential Loyalists
12421.0,2,291.56,14.578,168,2010-07-22 13:57:00,2010-10-20 14:28:00,90,50,1,0.6593406593406593,3,2,2,322,Potential Loyalists
12422.0,14,4428.24,33.29503759398496,2226,2009-12-18 12:44:00,2010-11-10 13:19:00,327,29,1,1.2804878048780488,4,5,5,455,Champions
12423.0,2,763.08,19.077,454,2010-08-31 09:31:00,2010-11-17 11:33:00,78,22,1,0.759493670886076,4,2,3,423,Potential Loyalists
12424.0,2,1579.07,25.468870967741935,1285,2010-06-09 15:15:00,2010-10-13 10:29:00,125,57,1,0.47619047619047616,3,2,4,324,Potential Loyalists
12425.0,1,964.21,17.53109090909091,651,2010-09-17 14:10:00,2010-09-17 14:10:00,0,83,0,30.0,2,1,3,213,At Risk
12426.0,1,762.48,16.222978723404257,326,2010-02-15 08:41:00,2010-02-15 08:41:00,0,297,0,30.0,1,1,3,113,At Risk
12427.0,1,303.5,30.35,79,2010-12-03 10:44:00,2010-12-03 10:44:00,0,6,0,30.0,5,1,2,512,Potential Loyalists
12429.0,5,3735.51,49.15144736842105,1787,2010-06-11 13:28:00,2010-12-09 12:05:00,180,0,1,0.8287292817679558,5,4,5,545,Champions
12431.0,13,4370.52,25.708941176470592,1811,2010-01-15 09:04:00,2010-12-01 10:03:00,320,8,1,1.2149532710280375,5,5,5,555,Champions
12433.0,5,7205.39,25.19367132867133,6045,2010-08-20 09:23:00,2010-12-08 16:49:00,110,1,1,1.3513513513513513,5,4,5,545,Champions
12434.0,1,297.29,14.864500000000001,138,2010-11-23 13:38:00,2010-11-23 13:38:00,0,16,0,30.0,4,1,2,412,Potential Loyalists
12435.0,4,6096.04,80.21105263157895,2903,2009-12-02 13:58:00,2010-11-08 10:07:00,340,31,1,0.3519061583577712,4,4,5,445,Champions
12437.0,21,7731.99,21.24173076923077,5078,2009-12-02 16:24:00,2010-11-09 14:46:00,341,30,1,1.8421052631578947,4,5,5,455,Champions
12439.0,2,1142.88,16.096901408450705,478,2009-12-14 08:40:00,2010-01-26 12:11:00,43,317,1,1.3636363636363638,1,2,4,124,Potential Loyalists
12440.0,2,859.2,26.85,331,2009-12-22 12:03:00,2010-09-03 13:11:00,255,97,1,0.234375,2,2,3,223,Potential Loyalists
12441.0,1,173.55,15.77727272727273,121,2010-12-08 10:45:00,2010-12-08 10:45:00,0,1,0,30.0,5,1,1,511,Potential Loyalists
12443.0,1,485.31,23.11,182,2009-12-07 15:42:00,2009-12-07 15:42:00,0,367,0,30.0,1,1,2,112,Lost Customers
12445.0,1,301.58000000000004,15.079000000000002,144,2010-10-15 12:28:00,2010-10-15 12:28:00,0,55,0,30.0,3,1,2,312,At Risk
12449.0,2,768.6,76.86,729,2010-09-27 09:37:00,2010-10-25 12:21:00,28,45,1,2.0689655172413794,3,2,3,323,Potential Loyalists
12450.0,3,490.32,16.90758620689655,314,2010-08-22 13:11:00,2010-11-05 16:27:00,75,34,1,1.1842105263157896,4,3,2,432,Potential Loyalists
12451.0,3,3634.36,23.148789808917197,2784,2010-06-28 12:58:00,2010-09-02 15:38:00,66,98,1,1.3432835820895521,2,3,5,235,Loyal Customers
12454.0,4,13151.44,526.0576,6697,2010-10-14 17:33:00,2010-11-09 10:09:00,25,30,1,4.615384615384615,4,4,5,445,Champions
12455.0,4,3413.09,24.913065693430656,1213,2009-12-18 12:33:00,2010-09-20 14:39:00,276,80,1,0.43321299638989175,2,4,5,245,Loyal Customers
12457.0,1,632.6800000000001,28.75818181818182,251,2010-09-30 17:59:00,2010-09-30 17:59:00,0,70,0,30.0,3,1,3,313,Potential Loyalists
12458.0,2,830.09,18.045434782608698,480,2010-08-09 10:33:00,2010-10-08 11:36:00,60,62,1,0.9836065573770493,3,2,3,323,Potential Loyalists
12459.0,1,454.36,19.754782608695653,258,2010-04-13 14:53:00,2010-04-13 14:53:00,0,240,0,30.0,1,1,2,112,Lost Customers
12460.0,1,326.65,18.147222222222222,170,2010-09-09 13:51:00,2010-09-09 13:51:00,0,91,0,30.0,2,1,2,212,At Risk
12466.0,1,56.73,56.73,1,2010-01-26 16:26:00,2010-01-26 16:26:00,0,317,0,30.0,1,1,1,111,Lost Customers
12467.0,1,132.8,14.755555555555556,129,2010-10-12 15:41:00,2010-10-12 15:41:00,0,58,0,30.0,3,1,1,311,At Risk
12468.0,3,2941.2,26.260714285714283,1835,2010-01-26 10:09:00,2010-07-01 10:28:00,156,161,1,0.5732484076433121,2,3,5,235,Loyal Customers
12469.0,2,3070.54,40.40184210526316,2552,2010-06-21 10:30:00,2010-07-05 12:40:00,14,157,1,4.0,2,2,5,225,Potential Loyalists
12470.0,1,211.95,9.215217391304348,95,2010-01-19 11:01:00,2010-01-19 11:01:00,0,324,0,30.0,1,1,1,111,Lost Customers
12471.0,49,20129.54,29.77742603550296,8658,2009-12-07 10:41:00,2010-11-30 14:35:00,358,9,1,4.094707520891365,5,5,5,555,Champions
12472.0,13,11308.48,19.77006993006993,7202,2009-12-14 10:49:00,2010-12-05 14:19:00,356,4,1,1.0924369747899159,5,5,5,555,Champions
12474.0,13,5048.66,17.652657342657342,3107,2010-02-11 09:41:00,2010-11-26 12:19:00,288,13,1,1.3494809688581315,5,5,5,555,Champions
12475.0,1,426.26,17.0504,236,2010-10-26 08:49:00,2010-10-26 08:49:00,0,44,0,30.0,3,1,2,312,At Risk
12476.0,12,7267.49,25.862953736654802,3223,2010-07-26 09:04:00,2010-11-08 09:35:00,105,31,1,3.3962264150943398,4,5,5,455,Champions
12477.0,3,7056.63,26.72965909090909,2466,2010-03-26 14:01:00,2010-11-05 09:35:00,223,34,1,0.4017857142857143,4,3,5,435,Loyal Customers
12480.0,3,2183.2200000000003,24.809318181818185,1245,2010-07-20 13:21:00,2010-11-05 15:08:00,108,34,1,0.8256880733944955,4,3,5,435,Loyal Customers
12481.0,6,6765.07,38.87971264367816,3949,2010-04-11 13:10:00,2010-12-09 10:13:00,241,0,1,0.7438016528925621,5,4,5,545,Champions
12482.0,29,23691.4,116.1343137254902,27042,2010-02-24 10:24:00,2010-05-12 16:51:00,77,211,1,11.153846153846153,1,5,5,155,Loyal Customers
12483.0,11,2612.2000000000003,41.46349206349207,1050,2010-01-31 13:28:00,2010-11-26 12:35:00,298,13,1,1.1036789297658862,5,5,5,555,Champions
12484.0,6,1826.78,14.27171875,1079,2010-01-27 16:41:00,2010-08-13 13:45:00,197,118,1,0.9090909090909092,2,4,4,244,Loyal Customers
12485.0,1,708.1,20.826470588235296,414,2010-06-28 15:22:00,2010-06-28 15:22:00,0,164,0,30.0,2,1,3,213,At Risk
12486.0,1,1037.28,21.168979591836734,523,2010-10-04 12:14:00,2010-10-04 12:14:00,0,66,0,30.0,3,1,4,314,Potential Loyalists
12487.0,1,285.3,142.65,174,2009-12-09 11:36:00,2009-12-09 11:36:00,0,365,0,30.0,1,1,2,112,Lost Customers
12490.0,11,4405.71,20.302811059907835,2842,2009-12-01 12:52:00,2010-11-26 14:16:00,360,13,1,0.9141274238227147,5,5,5,555,Champions
12492.0,1,452.0,20.545454545454547,252,2010-11-01 14:58:00,2010-11-01 14:58:00,0,38,0,30.0,3,1,2,312,At Risk
12494.0,3,626.77,18.43441176470588,281,2010-05-12 13:52:00,2010-12-09 11:31:00,210,0,1,0.4265402843601896,5,3,3,533,Loyal Customers
12495.0,1,357.4,21.023529411764706,130,2010-03-09 10:53:00,2010-03-09 10:53:00,0,275,0,30.0,1,1,2,112,Lost Customers
12496.0,2,45.34,4.534000000000001,30,2010-03-29 13:57:00,2010-03-29 14:06:00,0,255,1,60.0,1,2,1,121,Lost Customers
12497.0,2,5205.400000000001,121.05581395348838,4449,2010-03-05 09:39:00,2010-11-04 12:31:00,244,35,1,0.2448979591836735,4,2,5,425,Loyal Customers
12499.0,1,393.72,14.582222222222223,302,2010-05-28 15:12:00,2010-05-28 15:12:00,0,195,0,30.0,1,1,2,112,Lost Customers
12500.0,8,1697.39,19.96929411764706,699,2010-02-04 15:05:00,2010-09-30 18:45:00,238,70,1,1.00418410041841,3,5,4,354,Loyal Customers
12503.0,1,1126.0,563.0,561,2010-05-04 13:59:00,2010-05-04 13:59:00,0,219,0,30.0,1,1,4,114,At Risk
12504.0,2,297.0,27.0,368,2010-04-22 10:24:00,2010-10-18 15:09:00,179,52,1,0.3333333333333333,3,2,2,322,Potential Loyalists
12505.0,1,955.2,22.742857142857144,324,2010-10-27 09:18:00,2010-10-27 09:18:00,0,43,0,30.0,3,1,3,313,Potential Loyalists
12507.0,1,539.25,19.258928571428573,362,2010-05-04 09:23:00,2010-05-04 09:23:00,0,219,0,30.0,1,1,3,113,At Risk
12510.0,7,4195.45,37.459375,1696,2009-12-04 13:47:00,2010-09-06 14:27:00,276,94,1,0.7581227436823106,2,5,5,255,Loyal Customers
12511.0,1,3084.02,16.231684210526314,1753,2010-10-07 10:39:00,2010-10-07 10:39:00,0,63,0,30.0,3,1,5,315,Potential Loyalists
12514.0,1,580.08,17.578181818181818,400,2010-03-08 12:18:00,2010-03-08 12:18:00,0,276,0,30.0,1,1,3,113,At Risk
12516.0,2,1336.56,27.845,1077,2010-04-19 14:14:00,2010-10-05 09:43:00,168,65,1,0.35502958579881655,3,2,4,324,Potential Loyalists
12519.0,1,385.70000000000005,17.531818181818185,212,2010-08-20 08:21:00,2010-08-20 08:21:00,0,111,0,30.0,2,1,2,212,At Risk
12523.0,12,2562.58,17.92013986013986,1398,2009-12-07 13:46:00,2010-11-30 12:31:00,357,9,1,1.005586592178771,5,5,5,555,Champions
12524.0,9,6640.39,69.17072916666667,3479,2010-02-08 14:41:00,2010-11-16 09:08:00,280,23,1,0.9608540925266903,4,5,5,455,Champions
12525.0,3,973.73,16.228833333333334,509,2010-03-02 14:01:00,2010-07-29 16:08:00,149,133,1,0.6,2,3,3,233,Potential Loyalists
12527.0,2,386.8,27.62857142857143,292,2010-06-28 15:37:00,2010-08-02 12:23:00,34,129,1,1.7142857142857142,2,2,2,222,At Risk
12529.0,1,316.48,15.07047619047619,192,2010-06-29 13:10:00,2010-06-29 13:10:00,0,163,0,30.0,2,1,2,212,At Risk
12530.0,5,2096.98,22.793260869565216,1800,2010-03-07 14:37:00,2010-10-20 15:15:00,227,50,1,0.6578947368421053,3,4,4,344,Loyal Customers
12531.0,1,1807.98,16.43618181818182,1074,2010-01-22 14:17:00,2010-01-22 14:17:00,0,321,0,30.0,1,1,4,114,At Risk
12533.0,2,1367.89,18.998472222222222,704,2009-12-01 11:50:00,2010-03-22 10:56:00,110,262,1,0.5405405405405405,1,2,4,124,Potential Loyalists
12537.0,1,732.94,17.04511627906977,449,2010-10-27 08:36:00,2010-10-27 08:36:00,0,43,0,30.0,3,1,3,313,Potential Loyalists
12538.0,1,276.5,21.26923076923077,145,2010-11-26 13:02:00,2010-11-26 13:02:00,0,13,0,30.0,5,1,2,512,Potential Loyalists
12539.0,3,5646.400000000001,24.443290043290045,2468,2009-12-23 13:00:00,2010-09-15 09:50:00,265,85,1,0.3383458646616541,2,3,5,235,Loyal Customers
12540.0,16,8854.25,30.21928327645051,4334,2009-12-07 16:56:00,2010-11-26 10:43:00,353,13,1,1.3559322033898304,5,5,5,555,Champions
12542.0,2,481.88,12.355897435897436,522,2010-03-09 16:26:00,2010-08-12 19:12:00,156,119,1,0.38216560509554137,2,2,2,222,At Risk
12543.0,1,980.25,22.796511627906977,688,2010-09-17 15:51:00,2010-09-17 15:51:00,0,83,0,30.0,2,1,3,213,At Risk
12547.0,1,175.78,13.521538461538462,175,2010-07-27 13:55:00,2010-07-27 13:55:00,0,135,0,30.0,2,1,1,211,Lost Customers
12549.0,6,1575.68,32.15673469387755,1366,2010-01-11 12:29:00,2010-05-13 12:05:00,121,210,1,1.4754098360655739,1,4,4,144,Potential Loyalists
12553.0,2,916.47,19.49936170212766,360,2010-10-12 13:35:00,2010-11-19 12:18:00,37,20,1,1.5789473684210527,4,2,3,423,Potential Loyalists
12554.0,1,468.5,18.01923076923077,240,2010-09-17 12:29:00,2010-09-17 12:29:00,0,83,0,30.0,2,1,2,212,At Risk
12555.0,1,129.23,129.23,1,2010-01-26 16:26:00,2010-01-26 16:26:00,0,317,0,30.0,1,1,1,111,Lost Customers
12557.0,4,6725.18,269.0072,2398,2009-12-17 10:39:00,2010-12-03 12:20:00,351,6,1,0.34090909090909094,5,4,5,545,Champions
12562.0,2,1185.18,30.38923076923077,548,2010-09-30 13:13:00,2010-11-19 09:35:00,49,20,1,1.2,4,2,4,424,Loyal Customers
12563.0,1,249.24,19.172307692307694,113,2010-10-27 09:52:00,2010-10-27 09:52:00,0,43,0,30.0,3,1,1,311,At Risk
12567.0,7,4308.58,22.324248704663212,1781,2010-02-11 10:30:00,2010-12-07 10:36:00,299,2,1,0.7,5,5,5,555,Champions
12568.0,1,70.0,14.0,48,2010-03-05 09:15:00,2010-03-05 09:15:00,0,279,0,30.0,1,1,1,111,Lost Customers
12570.0,1,77.52,77.52,1,2010-01-26 17:28:00,2010-01-26 17:28:00,0,317,0,30.0,1,1,1,111,Lost Customers
12573.0,4,556.87,6.11945054945055,395,2010-08-31 17:25:00,2010-11-23 13:01:00,83,16,1,1.4285714285714286,4,4,3,443,Loyal Customers
12575.0,2,622.82,16.39,315,2010-07-01 09:15:00,2010-09-08 13:09:00,69,92,1,0.8571428571428571,2,2,3,223,Potential Loyalists
12576.0,3,826.89,15.312777777777777,527,2010-07-01 13:46:00,2010-11-12 12:44:00,133,27,1,0.6716417910447761,4,3,3,433,Loyal Customers
12577.0,5,990.5,6.516447368421052,722,2009-12-03 19:31:00,2010-11-23 14:06:00,354,16,1,0.4225352112676056,4,4,4,444,Loyal Customers
12578.0,2,1847.94,31.861034482758622,1184,2010-09-22 11:19:00,2010-11-19 17:21:00,58,20,1,1.0169491525423728,4,2,4,424,Loyal Customers
12580.0,1,637.2,18.741176470588236,331,2010-05-12 11:45:00,2010-05-12 11:45:00,0,211,0,30.0,1,1,3,113,At Risk
12582.0,2,1469.04,18.136296296296297,685,2010-05-11 09:55:00,2010-10-13 10:52:00,155,57,1,0.3846153846153846,3,2,4,324,Potential Loyalists
12583.0,13,7166.06,32.72173515981736,3924,2009-12-06 11:57:00,2010-12-01 08:45:00,359,8,1,1.0833333333333333,5,5,5,555,Champions
12586.0,3,1865.73,22.47867469879518,608,2009-12-16 13:15:00,2010-11-30 10:47:00,348,9,1,0.25787965616045844,5,3,4,534,Loyal Customers
12588.0,3,743.88,20.663333333333334,385,2010-04-21 12:22:00,2010-11-05 12:53:00,198,34,1,0.4522613065326633,4,3,3,433,Loyal Customers
12589.0,6,4048.98,27.924,1458,2010-01-19 12:26:00,2010-10-14 11:54:00,267,56,1,0.6716417910447761,3,4,5,345,Loyal Customers
12591.0,2,886.1,21.097619047619048,425,2010-10-27 10:42:00,2010-11-14 14:32:00,18,25,1,3.1578947368421053,4,2,3,423,Potential Loyalists
12592.0,3,2145.06,34.04857142857143,1585,2010-07-08 14:06:00,2010-07-08 14:26:00,0,154,1,90.0,2,3,5,235,Loyal Customers
12594.0,5,1751.89,21.628271604938273,991,2010-03-03 13:51:00,2010-11-26 12:17:00,267,13,1,0.5597014925373134,5,4,4,544,Champions
12595.0,1,299.02,15.737894736842104,271,2010-07-23 09:10:00,2010-07-23 09:10:00,0,139,0,30.0,2,1,2,212,At Risk
12598.0,3,1511.01,20.419054054054055,942,2010-03-01 09:58:00,2010-09-02 14:22:00,185,98,1,0.48387096774193544,2,3,4,234,Potential Loyalists
12599.0,6,1264.14,17.804788732394368,1233,2010-05-11 10:42:00,2010-11-23 15:49:00,196,16,1,0.9137055837563453,4,4,4,444,Loyal Customers
12600.0,12,2444.88,35.95411764705882,640,2009-12-07 13:37:00,2010-12-03 12:57:00,360,6,1,0.997229916897507,5,5,5,555,Champions
12601.0,1,104.2,17.366666666666667,45,2010-10-31 10:57:00,2010-10-31 10:57:00,0,39,0,30.0,3,1,1,311,At Risk
12605.0,4,1232.95,16.223026315789475,929,2010-09-07 14:21:00,2010-11-28 14:18:00,81,11,1,1.4634146341463414,5,4,4,544,Champions
12606.0,1,21.0,21.0,1,2010-01-26 16:23:00,2010-01-26 16:23:00,0,317,0,30.0,1,1,1,111,Lost Customers
12608.0,1,415.79,25.986875,323,2010-10-31 10:49:00,2010-10-31 10:49:00,0,39,0,30.0,3,1,2,312,At Risk
12609.0,6,2309.01,20.078347826086958,905,2009-12-20 13:30:00,2010-11-30 14:48:00,345,9,1,0.5202312138728323,5,4,5,545,Champions
12613.0,5,3472.9900000000002,20.075086705202313,2513,2009-12-14 13:10:00,2010-11-16 17:17:00,337,23,1,0.4437869822485207,4,4,5,445,Champions
12615.0,4,3449.79,20.907818181818183,1941,2010-03-18 14:09:00,2010-10-22 09:45:00,217,48,1,0.5504587155963303,3,4,5,345,Loyal Customers
12616.0,1,417.8,18.990909090909092,214,2010-11-16 11:38:00,2010-11-16 11:38:00,0,23,0,30.0,4,1,2,412,Potential Loyalists
12619.0,1,140.14,14.014,140,2010-05-28 12:52:00,2010-05-28 12:52:00,0,195,0,30.0,1,1,1,111,Lost Customers
12621.0,16,11086.14,36.5879207920792,6493,2010-02-09 12:01:00,2010-12-09 10:16:00,302,0,1,1.5841584158415842,5,5,5,555,Champions
12623.0,6,3442.7400000000002,22.211225806451615,1780,2010-01-12 11:45:00,2010-10-19 09:35:00,279,51,1,0.6428571428571428,3,4,5,345,Loyal Customers
12625.0,2,2481.06,25.577938144329895,1697,2010-04-22 11:33:00,2010-07-18 15:56:00,87,144,1,0.6818181818181819,2,2,5,225,Potential Loyalists
12629.0,2,1558.22,34.62711111111111,722,2010-10-12 16:40:00,2010-11-19 09:18:00,37,20,1,1.5789473684210527,4,2,4,424,Loyal Customers
12631.0,5,2841.07,18.69125,1371,2010-01-15 14:50:00,2010-09-09 14:50:00,237,91,1,0.6302521008403361,2,4,5,245,Loyal Customers
12632.0,2,804.88,22.99657142857143,694,2010-05-24 09:07:00,2010-07-07 09:39:00,44,155,1,1.3333333333333333,2,2,3,223,Potential Loyalists
12633.0,3,3514.18,17.142341463414635,2076,2010-07-02 11:44:00,2010-11-22 13:09:00,143,17,1,0.625,4,3,5,435,Loyal Customers
12634.0,2,490.0,24.5,337,2010-06-09 15:41:00,2010-06-22 10:05:00,12,170,1,4.615384615384615,2,2,2,222,At Risk
12635.0,2,1241.23,15.913205128205128,777,2010-09-09 10:50:00,2010-11-12 15:46:00,64,27,1,0.9230769230769231,4,2,4,424,Loyal Customers
12636.0,1,141.0,141.0,1,2009-12-01 09:55:00,2009-12-01 09:55:00,0,373,0,30.0,1,1,1,111,Lost Customers
12637.0,4,2280.91,9.831508620689654,1263,2010-06-14 13:36:00,2010-11-26 13:50:00,165,13,1,0.7228915662650602,5,4,5,545,Champions
12638.0,1,249.8,27.755555555555556,86,2010-03-10 10:30:00,2010-03-10 10:30:00,0,274,0,30.0,1,1,1,111,Lost Customers
12639.0,2,826.27,19.673095238095236,430,2010-03-22 09:05:00,2010-10-01 12:17:00,193,69,1,0.30927835051546393,3,2,3,323,Potential Loyalists
